Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Large,Outlet_Medium,Outlet_Small
FDO45,13.15,1,0.038,1,89.4856,2,15,2,1,1,1230.3984,0.0,0.0,1.0
FDG41,8.84,1,0.077,1,109.5228,6,18,2,1,1,1657.842,0.0,0.0,1.0
DRC13,8.26,1,0.066,2,122.573,7,20,2,1,1,739.038,0.0,0.0,1.0
FDX50,20.1,0,0.075,0,108.9228,3,13,1,2,2,1105.228,0.0,1.0,0.0
FDK56,9.7,0,0.066,0,185.1898,6,18,2,1,1,2619.2572,0.0,0.0,1.0
NCL18,18.85,0,0.168,0,194.6136,8,25,2,0,1,2721.7904,0.0,0.0,1.0
FDN57,18.25,0,0.054,1,140.9154,9,23,1,0,1,6381.693,0.0,1.0,0.0
FDX03,12.86,1,0.061,0,44.4744,5,37,1,2,3,769.6648,0.0,1.0,0.0
NCU17,5.32,0,0.066,2,101.7674,1,35,0,2,1,1120.5414,1.0,0.0,0.0
FDL14,8.12,1,0.032,1,157.3972,6,18,2,1,1,1869.5664,0.0,0.0,1.0
NCU18,15.1,0,0.056,0,139.8496,8,25,2,0,1,1411.496,0.0,0.0,1.0
NCH43,8.42,0,0.071,0,215.9192,2,15,2,1,1,1941.4728,0.0,0.0,1.0
FDH41,9.0,0,0.082,1,216.2534,6,18,2,1,1,4301.068,0.0,0.0,1.0
FDS28,8.18,1,0.083,1,57.3588,3,13,1,2,2,343.5528,0.0,1.0,0.0
FDG02,12.86,0,0.011,1,191.4188,5,37,1,2,3,3998.7948,0.0,1.0,0.0
FDS40,15.35,0,0.014,1,36.719,7,20,2,1,1,585.904,0.0,0.0,1.0
FDD10,20.6,1,0.046,1,177.0344,1,35,0,2,1,535.3032,1.0,0.0,0.0
DRQ35,9.3,0,0.042,2,124.4388,1,35,0,2,1,1609.9044,1.0,0.0,0.0
NCL05,19.6,0,0.066,2,42.877,9,23,1,0,1,649.155,0.0,1.0,0.0
FDJ48,11.3,0,0.056,0,247.8118,6,18,2,1,1,2223.1062,0.0,0.0,1.0
FDV21,12.86,0,0.17,1,124.8704,5,37,1,2,3,2127.8968,0.0,1.0,0.0
FDJ26,15.3,1,0.085,1,215.5218,6,18,2,1,1,4060.7142,0.0,0.0,1.0
NCN05,8.23,0,0.015,2,184.495,2,15,2,1,1,3844.995,0.0,0.0,1.0
FDK09,15.2,0,0.092,1,228.5352,8,25,2,0,1,1832.2816,0.0,0.0,1.0
FDM56,12.86,0,0.07,0,110.9912,5,37,1,2,3,1310.2944,0.0,1.0,0.0
DRF25,9.0,0,0.039,2,37.019,7,20,2,1,1,659.142,0.0,0.0,1.0
FDG14,9.0,1,0.051,1,150.9024,7,20,2,1,1,4402.2696,0.0,0.0,1.0
FDZ31,15.35,1,0.113,0,190.8504,6,18,2,1,1,3643.2576,0.0,0.0,1.0
FDU21,12.86,1,0.134,1,35.0558,4,37,2,0,0,33.9558,0.0,0.0,1.0
FDC57,20.1,1,0.055,0,193.382,6,18,2,1,1,4247.804,0.0,0.0,1.0
FDU46,10.3,1,0.019,1,87.854,0,24,2,2,0,259.662,0.0,0.0,1.0
FDU22,12.35,0,0.093,1,118.7124,6,18,2,1,1,2607.2728,0.0,0.0,1.0
DRG23,8.88,0,0.087,2,152.5682,7,20,2,1,1,1372.2138,0.0,0.0,1.0
FDR23,15.85,0,0.137,0,176.437,0,24,2,2,0,529.311,0.0,0.0,1.0
FDI14,14.1,0,0.09,1,140.1496,3,13,1,2,2,846.8976,0.0,1.0,0.0
NCN42,20.25,0,0.014,0,148.6418,7,20,2,1,1,2648.5524,0.0,0.0,1.0
NCM41,16.5,0,0.036,2,93.612,9,23,1,0,1,1584.604,0.0,1.0,0.0
FDT55,13.6,1,0.044,0,156.7946,8,25,2,0,1,3629.2758,0.0,0.0,1.0
DRY23,12.86,1,0.109,2,42.9112,5,37,1,2,3,809.6128,0.0,1.0,0.0
FDL46,20.35,0,0.09,1,119.5466,0,24,2,2,0,117.8466,0.0,0.0,1.0
FDQ57,7.28,0,0.028,1,145.076,6,18,2,1,1,1611.236,0.0,0.0,1.0
FDQ16,19.7,0,0.042,1,109.2912,6,18,2,1,1,2402.2064,0.0,0.0,1.0
FDZ52,12.86,0,0.1,1,109.1886,5,37,1,2,3,4225.1668,0.0,1.0,0.0
FDL16,12.86,0,0.295,1,47.106,4,37,2,0,0,139.818,0.0,0.0,1.0
NCX18,14.15,0,0.009,0,196.811,3,13,1,2,2,4517.453,0.0,1.0,0.0
FDM34,19.0,0,0.068,1,130.8626,3,13,1,2,2,1573.9512,0.0,1.0,0.0
FDG60,12.86,0,0.06,0,234.5616,5,37,1,2,3,6501.8699,0.0,1.0,0.0
NCA06,20.5,0,0.066,0,37.119,3,13,1,2,2,842.237,0.0,1.0,0.0
DRD12,6.96,0,0.077,2,89.9146,8,25,2,0,1,1277.0044,0.0,0.0,1.0
FDP04,15.35,0,0.014,1,62.5168,3,13,1,2,2,447.4176,0.0,1.0,0.0
NCH30,17.1,0,0.067,0,114.586,7,20,2,1,1,1584.604,0.0,0.0,1.0
FDS04,10.2,1,0.147,1,142.2838,7,20,2,1,1,1685.8056,0.0,0.0,1.0
FDQ13,12.86,0,0.019,1,82.9908,4,37,2,0,0,503.3448,0.0,0.0,1.0
FDU59,5.78,0,0.097,0,162.8552,9,23,1,0,1,3574.0144,0.0,1.0,0.0
DRG11,6.38,0,0.084,2,108.2596,7,20,2,1,1,1186.4556,0.0,0.0,1.0
FDA36,12.86,0,0.006,0,184.9924,5,37,1,2,3,3146.5708,0.0,1.0,0.0
FDA15,9.3,0,0.016,0,248.5092,6,18,2,1,1,6474.2392,0.0,0.0,1.0
FDZ03,13.65,1,0.132,0,188.024,0,24,2,2,0,745.696,0.0,0.0,1.0
FDJ16,9.2,0,0.115,1,59.0246,6,18,2,1,1,1853.5872,0.0,0.0,1.0
FDZ12,9.17,0,0.103,0,141.747,9,23,1,0,1,3006.087,0.0,1.0,0.0
FDH09,12.6,0,0.056,0,53.2982,7,20,2,1,1,736.3748,0.0,0.0,1.0
FDT13,14.85,0,0.019,1,188.7214,2,15,2,1,1,3956.8494,0.0,0.0,1.0
FDU20,19.35,1,0.022,0,120.5098,2,15,2,1,1,1807.647,0.0,0.0,1.0
DRH25,18.7,0,0.066,2,52.2324,6,18,2,1,1,467.3916,0.0,0.0,1.0
FDK26,5.46,1,0.032,1,187.624,7,20,2,1,1,3542.056,0.0,0.0,1.0
FDU32,8.79,0,0.026,0,120.9414,6,18,2,1,1,1949.4624,0.0,0.0,1.0
FDI22,12.6,0,0.096,1,210.8612,7,20,2,1,1,3344.9792,0.0,0.0,1.0
NCB54,8.76,0,0.05,2,127.3336,3,13,1,2,2,2684.5056,0.0,1.0,0.0
FDX46,12.3,1,0.058,1,58.7562,7,20,2,1,1,592.562,0.0,0.0,1.0
NCC07,19.6,0,0.024,0,103.1964,1,35,0,2,1,736.3748,1.0,0.0,0.0
FDQ34,12.86,0,0.284,1,105.5622,4,37,2,0,0,211.7244,0.0,0.0,1.0
FDM16,8.15,1,0.034,1,76.2354,3,13,1,2,2,1279.0018,0.0,1.0,0.0
FDJ55,12.86,1,0.023,0,223.8404,5,37,1,2,3,6501.8699,0.0,1.0,0.0
DRI01,7.97,0,0.035,2,171.2422,2,15,2,1,1,3103.9596,0.0,0.0,1.0
FDD50,18.85,0,0.142,1,167.6132,3,13,1,2,2,1522.0188,0.0,1.0,0.0
FDJ08,11.1,0,0.111,0,191.5846,7,20,2,1,1,2101.9306,0.0,0.0,1.0
NCK18,9.6,0,0.007,0,164.6184,9,23,1,0,1,2972.1312,0.0,1.0,0.0
FDQ14,9.27,0,0.103,0,148.105,0,24,2,2,0,149.805,0.0,0.0,1.0
FDS51,13.35,0,0.032,0,61.2194,8,25,2,0,1,433.4358,0.0,0.0,1.0
FDA04,11.3,1,0.067,1,260.8962,6,18,2,1,1,4920.9278,0.0,0.0,1.0
FDP10,19.0,0,0.129,1,107.6622,2,15,2,1,1,1164.4842,0.0,0.0,1.0
FDT36,12.3,0,0.112,0,35.6874,7,20,2,1,1,846.8976,0.0,0.0,1.0
FDH38,6.42,0,0.01,1,118.3808,2,15,2,1,1,2812.3392,0.0,0.0,1.0
FDC16,11.5,1,0.021,0,84.954,3,13,1,2,2,865.54,0.0,1.0,0.0
FDF17,5.19,0,0.043,1,195.911,9,23,1,0,1,2946.165,0.0,1.0,0.0
FDU23,12.15,0,0.022,0,163.5184,1,35,0,2,1,3137.2496,1.0,0.0,0.0
FDB34,15.25,0,0.027,1,86.6198,9,23,1,0,1,1657.1762,0.0,1.0,0.0
FDW26,11.8,1,0.107,0,221.6772,1,35,0,2,1,3113.2808,1.0,0.0,0.0
FDP45,15.7,1,0.031,1,253.4724,7,20,2,1,1,1510.0344,0.0,0.0,1.0
FDD38,16.75,1,0.008,1,103.5674,8,25,2,0,1,1629.8784,0.0,0.0,1.0
FDM60,10.8,1,0.048,0,42.2138,9,23,1,0,1,690.4346,0.0,1.0,0.0
FDW26,11.8,1,0.107,0,220.3772,6,18,2,1,1,4447.544,0.0,0.0,1.0
FDV51,12.86,0,0.032,0,166.1842,5,37,1,2,3,5470.8786,0.0,1.0,0.0
FDT33,7.81,1,0.034,1,168.7158,9,23,1,0,1,2673.8528,0.0,1.0,0.0
FDQ40,11.1,1,0.036,1,177.2712,8,25,2,0,1,3339.6528,0.0,0.0,1.0
FDX40,12.85,0,0.066,1,38.3164,6,18,2,1,1,502.0132,0.0,0.0,1.0
FDU31,10.5,1,0.025,0,216.7508,6,18,2,1,1,3038.7112,0.0,0.0,1.0
DRJ01,6.13,0,0.115,2,161.0236,8,25,2,0,1,1288.9888,0.0,0.0,1.0
FDP11,12.86,0,0.069,0,216.9166,5,37,1,2,3,4354.332,0.0,1.0,0.0
NCN43,12.86,0,0.007,2,125.173,5,37,1,2,3,3202.498,0.0,1.0,0.0
FDA15,9.3,0,0.016,0,249.6092,3,13,1,2,2,5976.2208,0.0,1.0,0.0
FDO04,16.6,0,0.066,1,54.6614,2,15,2,1,1,884.1824,0.0,0.0,1.0
NCF43,8.51,0,0.052,0,142.947,6,18,2,1,1,3006.087,0.0,0.0,1.0
NCI17,8.64,0,0.144,2,95.441,2,15,2,1,1,3282.394,0.0,0.0,1.0
FDY47,8.6,1,0.054,0,128.831,1,35,0,2,1,1038.648,1.0,0.0,0.0
FDF20,12.86,0,0.033,0,196.4768,5,37,1,2,3,6306.4576,0.0,1.0,0.0
NCS53,14.5,0,0.09,2,158.4604,8,25,2,0,1,2693.8268,0.0,0.0,1.0
FDK38,6.65,0,0.053,1,149.5734,9,23,1,0,1,2524.0478,0.0,1.0,0.0
FDW43,20.1,1,0.022,0,225.9036,1,35,0,2,1,3643.2576,1.0,0.0,0.0
FDV57,15.25,1,0.066,1,179.266,8,25,2,0,1,1438.128,0.0,0.0,1.0
FDX26,17.7,0,0.088,0,182.3292,2,15,2,1,1,4195.8716,0.0,0.0,1.0
FDR04,7.08,0,0.023,1,97.3068,8,25,2,0,1,1263.6884,0.0,0.0,1.0
FDP19,11.5,0,0.066,0,129.3652,1,35,0,2,1,2066.6432,1.0,0.0,0.0
FDT07,5.82,1,0.078,0,254.533,2,15,2,1,1,1281.665,0.0,0.0,1.0
DRB24,8.79,0,0.021,2,155.1656,9,23,1,0,1,4016.1056,0.0,1.0,0.0
FDB36,5.46,1,0.066,0,129.1626,8,25,2,0,1,3672.5528,0.0,0.0,1.0
NCE07,12.86,0,0.013,0,140.9154,5,37,1,2,3,2127.231,0.0,1.0,0.0
FDI16,12.86,1,0.135,1,52.564,5,37,1,2,3,2290.352,0.0,1.0,0.0
FDP45,15.7,1,0.031,1,252.2724,8,25,2,0,1,1258.362,0.0,0.0,1.0
NCC43,7.39,0,0.093,0,251.9066,1,35,0,2,1,4267.1122,1.0,0.0,0.0
FDQ23,12.86,0,0.043,0,102.9332,4,37,2,0,0,102.5332,0.0,0.0,1.0
FDW24,6.8,0,0.037,0,48.6034,6,18,2,1,1,291.6204,0.0,0.0,1.0
FDW09,12.86,1,0.026,1,80.2302,5,37,1,2,3,2139.2154,0.0,1.0,0.0
FDN10,11.5,0,0.046,1,120.2124,6,18,2,1,1,1540.6612,0.0,0.0,1.0
FDE23,17.6,1,0.053,0,45.606,6,18,2,1,1,1724.422,0.0,0.0,1.0
FDV16,7.75,1,0.083,1,34.9558,6,18,2,1,1,645.1602,0.0,0.0,1.0
FDF12,12.86,0,0.082,0,148.6076,5,37,1,2,3,3990.8052,0.0,1.0,0.0
FDN21,18.6,0,0.077,1,161.8236,9,23,1,0,1,1611.236,0.0,1.0,0.0
DRC25,5.73,0,0.045,2,86.0882,8,25,2,0,1,1116.5466,0.0,0.0,1.0
NCP18,12.15,0,0.029,0,149.0708,9,23,1,0,1,1203.7664,0.0,1.0,0.0
FDW60,5.44,1,0.017,0,174.637,1,35,0,2,1,2999.429,1.0,0.0,0.0
FDY04,17.7,1,0.043,1,165.021,7,20,2,1,1,3425.541,0.0,0.0,1.0
NCJ31,12.86,0,0.182,2,240.6196,5,37,1,2,3,4579.3724,0.0,1.0,0.0
DRN47,12.1,0,0.017,2,180.666,1,35,0,2,1,4134.618,1.0,0.0,0.0
FDU13,8.36,0,0.066,1,145.6418,1,35,0,2,1,3384.2614,1.0,0.0,0.0
FDT39,6.26,1,0.017,0,151.1366,0,24,2,2,0,453.4098,0.0,0.0,1.0
NCQ18,15.75,0,0.135,0,101.37,1,35,0,2,1,2097.27,1.0,0.0,0.0
FDV25,5.91,0,0.046,1,221.5456,1,35,0,2,1,6501.8699,1.0,0.0,0.0
NCE30,16.0,0,0.099,0,210.3902,8,25,2,0,1,1486.7314,0.0,0.0,1.0
NCN42,20.25,0,0.014,0,148.9418,8,25,2,0,1,3531.4032,0.0,0.0,1.0
FDW25,5.17,0,0.037,1,83.4224,9,23,1,0,1,1448.7808,0.0,1.0,0.0
FDS49,9.0,0,0.079,1,77.2644,1,35,0,2,1,1335.5948,1.0,0.0,0.0
FDN34,15.6,1,0.046,1,168.2132,9,23,1,0,1,2367.5848,0.0,1.0,0.0
FDS45,5.17,1,0.03,1,107.7622,3,13,1,2,2,2011.3818,0.0,1.0,0.0
NCL53,12.86,0,0.066,2,175.4028,5,37,1,2,3,6501.8699,0.0,1.0,0.0
FDT38,18.7,0,0.058,0,83.3566,9,23,1,0,1,1860.2452,0.0,1.0,0.0
NCX06,17.6,0,0.016,0,182.6976,8,25,2,0,1,3440.8544,0.0,0.0,1.0
NCY17,18.2,0,0.163,2,43.5086,1,35,0,2,1,1070.6064,1.0,0.0,0.0
NCO18,13.15,0,0.025,0,179.5686,8,25,2,0,1,1422.1488,0.0,0.0,1.0
FDY47,8.6,1,0.091,0,130.231,0,24,2,2,0,129.831,0.0,0.0,1.0
FDF57,12.86,1,0.059,0,168.6448,5,37,1,2,3,3408.896,0.0,1.0,0.0
FDS26,20.35,0,0.09,0,262.1594,9,23,1,0,1,3139.9128,0.0,1.0,0.0
NCL17,7.39,0,0.068,2,140.6812,6,18,2,1,1,3704.5112,0.0,0.0,1.0
NCB18,19.6,0,0.041,0,88.7514,9,23,1,0,1,2656.542,0.0,1.0,0.0
FDA50,16.25,0,0.146,0,95.441,0,24,2,2,0,193.082,0.0,0.0,1.0
DRE13,6.28,0,0.028,2,86.5198,9,23,1,0,1,1395.5168,0.0,1.0,0.0
DRE60,9.39,0,0.159,2,226.072,1,35,0,2,1,3621.952,1.0,0.0,0.0
FDB20,7.72,0,0.052,0,79.1986,2,15,2,1,1,778.986,0.0,0.0,1.0
NCS18,12.65,0,0.042,0,106.4938,1,35,0,2,1,2465.4574,1.0,0.0,0.0
FDH19,12.86,0,0.058,0,175.1738,4,37,2,0,0,347.5476,0.0,0.0,1.0
FDS47,16.75,0,0.066,0,88.7856,7,20,2,1,1,966.7416,0.0,0.0,1.0
FDC09,15.5,1,0.026,0,102.3332,1,35,0,2,1,922.7988,1.0,0.0,0.0
DRG23,8.88,0,0.087,2,153.3682,9,23,1,0,1,1219.7456,0.0,1.0,0.0
FDU34,18.25,0,0.075,1,126.3046,7,20,2,1,1,747.0276,0.0,0.0,1.0
FDZ40,8.94,0,0.04,1,52.9298,2,15,2,1,1,539.298,0.0,0.0,1.0
NCE30,16.0,0,0.099,0,210.7902,6,18,2,1,1,4460.1942,0.0,0.0,1.0
FDA44,19.7,0,0.053,0,55.093,3,13,1,2,2,1018.674,0.0,1.0,0.0
FDB32,20.6,0,0.023,0,93.9778,6,18,2,1,1,2816.334,0.0,0.0,1.0
NCO06,19.25,0,0.108,0,32.4558,8,25,2,0,1,101.8674,0.0,0.0,1.0
FDY44,14.15,1,0.024,0,198.311,8,25,2,0,1,2553.343,0.0,0.0,1.0
FDG10,6.63,1,0.011,1,58.2588,7,20,2,1,1,343.5528,0.0,0.0,1.0
FDF38,11.8,1,0.026,1,39.6138,8,25,2,0,1,365.5242,0.0,0.0,1.0
FDW59,12.86,0,0.036,0,85.9566,4,37,2,0,0,169.1132,0.0,0.0,1.0
FDP34,12.85,0,0.137,1,155.563,8,25,2,0,1,4224.501,0.0,0.0,1.0
FDZ26,11.6,1,0.145,0,239.8222,2,15,2,1,1,4063.3774,0.0,0.0,1.0
FDH17,12.86,1,0.029,1,97.0726,4,37,2,0,0,293.6178,0.0,0.0,1.0
FDU44,12.15,1,0.059,0,161.0552,2,15,2,1,1,3411.5592,0.0,0.0,1.0
FDS23,4.63,0,0.141,0,128.2994,9,23,1,0,1,2698.4874,0.0,1.0,0.0
DRE03,19.6,0,0.024,0,48.5718,3,13,1,2,2,425.4462,0.0,1.0,0.0
FDY57,20.2,1,0.122,1,95.0752,7,20,2,1,1,2588.6304,0.0,0.0,1.0
FDH50,12.86,1,0.161,1,185.2266,5,37,1,2,3,5901.6512,0.0,1.0,0.0
DRY23,9.39,1,0.109,2,44.6112,8,25,2,0,1,511.3344,0.0,0.0,1.0
FDT27,11.39,1,0.07,0,232.8616,6,18,2,1,1,2812.3392,0.0,0.0,1.0
FDB38,19.5,1,0.027,1,158.792,3,13,1,2,2,2556.672,0.0,1.0,0.0
FDY16,18.35,1,0.092,1,184.4266,8,25,2,0,1,3504.1054,0.0,0.0,1.0
FDG33,5.37,1,0.235,0,173.4764,0,24,2,2,0,171.7764,0.0,0.0,1.0
FDN04,11.8,1,0.014,1,180.4344,3,13,1,2,2,535.3032,0.0,1.0,0.0
FDJ48,11.3,0,0.057,0,247.5118,2,15,2,1,1,2470.118,0.0,0.0,1.0
NCC07,19.6,0,0.024,0,104.0964,7,20,2,1,1,525.982,0.0,0.0,1.0
FDI35,14.0,0,0.041,0,182.0634,9,23,1,0,1,4544.085,0.0,1.0,0.0
DRH49,19.7,0,0.025,2,84.3592,8,25,2,0,1,743.0328,0.0,0.0,1.0
FDY51,12.5,0,0.081,0,220.0798,8,25,2,0,1,4848.3556,0.0,0.0,1.0
NCG07,12.3,0,0.053,0,191.253,7,20,2,1,1,2656.542,0.0,0.0,1.0
FDA22,7.43,0,0.084,0,165.2158,8,25,2,0,1,2840.9686,0.0,0.0,1.0
FDA33,6.48,0,0.034,1,146.9076,8,25,2,0,1,2956.152,0.0,0.0,1.0
FDV03,17.6,0,0.058,0,154.6314,1,35,0,2,1,1861.5768,1.0,0.0,0.0
FDP27,8.15,0,0.12,0,188.453,7,20,2,1,1,4364.319,0.0,0.0,1.0
FDZ20,16.1,0,0.034,0,253.4356,9,23,1,0,1,2797.6916,0.0,1.0,0.0
FDR56,15.5,1,0.101,0,199.0768,9,23,1,0,1,2759.0752,0.0,1.0,0.0
NCV41,12.86,0,0.017,2,109.3228,5,37,1,2,3,2431.5016,0.0,1.0,0.0
FDU11,4.79,0,0.093,0,121.0098,6,18,2,1,1,2530.7058,0.0,0.0,1.0
NCB30,14.6,0,0.026,0,197.1084,9,23,1,0,1,4761.8016,0.0,1.0,0.0
FDX23,6.45,0,0.03,0,95.4436,3,13,1,2,2,1229.0668,0.0,1.0,0.0
FDY24,4.88,1,0.133,0,55.0298,1,35,0,2,1,647.1576,1.0,0.0,0.0
FDZ37,8.1,1,0.066,1,88.5198,1,35,0,2,1,261.6594,1.0,0.0,0.0
FDL10,8.39,0,0.039,1,97.9042,6,18,2,1,1,1686.4714,0.0,0.0,1.0
NCE18,10.0,0,0.021,0,250.175,8,25,2,0,1,2996.1,0.0,0.0,1.0
FDY60,12.86,1,0.026,0,143.8128,5,37,1,2,3,4458.1968,0.0,1.0,0.0
FDT24,12.35,1,0.186,0,77.1328,1,35,0,2,1,2239.7512,1.0,0.0,0.0
NCV06,11.3,0,0.067,0,192.4478,6,18,2,1,1,2712.4692,0.0,0.0,1.0
FDP51,12.86,1,0.149,0,119.6124,4,37,2,0,0,592.562,0.0,0.0,1.0
FDU49,19.5,1,0.031,1,85.754,6,18,2,1,1,2163.85,0.0,0.0,1.0
FDQ16,19.7,0,0.042,1,110.3912,9,23,1,0,1,3275.736,0.0,1.0,0.0
FDV16,7.75,1,0.083,1,32.6558,1,35,0,2,1,679.116,1.0,0.0,0.0
FDL36,15.1,0,0.076,0,88.483,3,13,1,2,2,988.713,0.0,1.0,0.0
FDE09,12.86,0,0.021,0,111.5228,5,37,1,2,3,1768.3648,0.0,1.0,0.0
NCV54,11.1,0,0.033,0,116.6124,6,18,2,1,1,1540.6612,0.0,0.0,1.0
FDH27,7.08,0,0.059,0,142.0128,2,15,2,1,1,2588.6304,0.0,0.0,1.0
FDF33,7.97,0,0.022,0,108.4596,6,18,2,1,1,3020.0688,0.0,0.0,1.0
NCP18,12.15,0,0.029,0,151.0708,6,18,2,1,1,2858.9452,0.0,0.0,1.0
FDZ45,14.1,0,0.067,1,200.4084,3,13,1,2,2,3968.168,0.0,1.0,0.0
FDU25,12.86,0,0.027,1,56.2246,5,37,1,2,3,1737.738,0.0,1.0,0.0
FDQ40,11.1,1,0.06,1,175.8712,0,24,2,2,0,175.7712,0.0,0.0,1.0
DRD25,12.86,0,0.138,2,111.686,4,37,2,0,0,452.744,0.0,0.0,1.0
FDJ57,7.42,1,0.036,0,186.5582,0,24,2,2,0,185.7582,0.0,0.0,1.0
FDT43,16.35,0,0.021,0,52.1324,9,23,1,0,1,934.7832,0.0,1.0,0.0
FDH44,19.1,1,0.026,0,146.8418,9,23,1,0,1,1765.7016,0.0,1.0,0.0
FDR31,12.86,1,0.086,0,143.8102,4,37,2,0,0,291.6204,0.0,0.0,1.0
FDQ27,5.19,1,0.044,0,102.899,3,13,1,2,2,1651.184,0.0,1.0,0.0
DRK13,11.8,0,0.115,2,200.2084,9,23,1,0,1,4563.3932,0.0,1.0,0.0
FDB04,11.35,1,0.063,0,87.9856,8,25,2,0,1,1494.0552,0.0,0.0,1.0
NCI54,15.2,0,0.034,0,109.6912,7,20,2,1,1,1419.4856,0.0,0.0,1.0
FDP19,11.5,0,0.174,0,128.8652,7,20,2,1,1,1291.652,0.0,0.0,1.0
FDB37,20.25,1,0.023,0,240.8538,6,18,2,1,1,6501.8699,0.0,0.0,1.0
NCR05,10.1,0,0.055,2,196.5084,1,35,0,2,1,595.2252,1.0,0.0,0.0
FDZ15,13.1,0,0.021,0,120.1782,7,20,2,1,1,2026.0294,0.0,0.0,1.0
NCQ29,12.0,0,0.104,2,259.5278,8,25,2,0,1,2603.278,0.0,0.0,1.0
FDL04,19.0,0,0.112,1,106.5622,8,25,2,0,1,2117.244,0.0,0.0,1.0
DRH49,19.7,0,0.025,2,83.8592,3,13,1,2,2,247.6776,0.0,1.0,0.0
FDT07,12.86,1,0.135,0,256.133,4,37,2,0,0,256.333,0.0,0.0,1.0
NCI55,18.6,0,0.013,0,120.9414,7,20,2,1,1,2680.5108,0.0,0.0,1.0
FDP19,11.5,0,0.173,0,129.0652,6,18,2,1,1,3487.4604,0.0,0.0,1.0
FDV45,16.75,0,0.045,1,187.9556,7,20,2,1,1,2816.334,0.0,0.0,1.0
FDG26,18.85,0,0.043,1,254.433,3,13,1,2,2,2050.664,0.0,1.0,0.0
DRJ01,6.13,0,0.115,2,161.5236,6,18,2,1,1,1288.9888,0.0,0.0,1.0
FDD14,20.7,0,0.17,1,184.4266,6,18,2,1,1,3688.532,0.0,0.0,1.0
DRH37,17.6,0,0.042,2,165.4526,6,18,2,1,1,1644.526,0.0,0.0,1.0
NCD18,16.0,0,0.073,0,228.3668,1,35,0,2,1,5298.4364,1.0,0.0,0.0
NCE55,8.92,0,0.13,0,176.837,7,20,2,1,1,2117.244,0.0,0.0,1.0
NCQ43,17.75,0,0.112,2,108.8912,2,15,2,1,1,327.5736,0.0,0.0,1.0
FDC41,15.6,0,0.117,1,78.167,8,25,2,0,1,1837.608,0.0,0.0,1.0
DRL01,12.86,1,0.135,2,232.9958,4,37,2,0,0,934.7832,0.0,0.0,1.0
FDX48,17.75,1,0.063,0,154.6656,0,24,2,2,0,308.9312,0.0,0.0,1.0
DRC25,5.73,0,0.076,2,85.5882,0,24,2,2,0,171.7764,0.0,0.0,1.0
DRF48,5.73,0,0.052,2,188.1898,7,20,2,1,1,1496.7184,0.0,0.0,1.0
FDT34,9.3,0,0.175,1,106.7964,3,13,1,2,2,525.982,0.0,1.0,0.0
NCB43,20.2,0,0.1,0,187.6898,6,18,2,1,1,3928.8858,0.0,0.0,1.0
FDG44,12.86,0,0.179,0,55.7298,4,37,2,0,0,161.7894,0.0,0.0,1.0
FDD35,12.15,0,0.066,0,119.244,6,18,2,1,1,2636.568,0.0,0.0,1.0
FDC02,21.35,0,0.069,1,260.4278,1,35,0,2,1,3644.5892,1.0,0.0,0.0
FDU51,20.2,1,0.097,0,175.5028,3,13,1,2,2,6501.8699,0.0,1.0,0.0
NCC19,6.57,0,0.097,0,193.982,6,18,2,1,1,2316.984,0.0,0.0,1.0
FDJ60,19.35,1,0.063,0,166.9184,8,25,2,0,1,3302.368,0.0,0.0,1.0
NCI29,8.6,0,0.033,2,143.2154,8,25,2,0,1,2127.231,0.0,0.0,1.0
NCF43,8.51,0,0.052,0,142.247,1,35,0,2,1,2862.94,1.0,0.0,0.0
FDY08,12.86,1,0.17,0,141.5838,5,37,1,2,3,3231.1274,0.0,1.0,0.0
FDD17,7.5,0,0.055,1,237.1906,0,24,2,2,0,237.6906,0.0,0.0,1.0
FDK41,14.3,0,0.128,1,86.0224,6,18,2,1,1,1022.6688,0.0,0.0,1.0
DRN59,15.0,0,0.064,2,45.506,7,20,2,1,1,466.06,0.0,0.0,1.0
FDR60,14.3,0,0.13,0,75.7328,1,35,0,2,1,617.8624,1.0,0.0,0.0
DRO47,10.2,0,0.188,2,112.486,0,24,2,2,0,113.186,0.0,0.0,1.0
FDF26,6.83,1,0.047,1,154.9998,6,18,2,1,1,3075.996,0.0,0.0,1.0
FDQ12,12.65,0,0.035,0,231.401,8,25,2,0,1,2067.309,0.0,0.0,1.0
NCO29,11.15,0,0.032,2,164.0526,6,18,2,1,1,4769.1254,0.0,0.0,1.0
DRF03,19.1,0,0.045,0,42.4138,9,23,1,0,1,243.6828,0.0,1.0,0.0
FDU48,18.85,0,0.093,0,131.4284,0,24,2,2,0,263.6568,0.0,0.0,1.0
DRE03,19.6,0,0.024,0,45.5718,6,18,2,1,1,945.436,0.0,0.0,1.0
FDX55,15.1,0,0.056,0,217.3166,2,15,2,1,1,1306.2996,0.0,0.0,1.0
FDP38,12.86,0,0.032,1,51.6008,5,37,1,2,3,1821.6288,0.0,1.0,0.0
FDZ19,6.42,0,0.094,0,175.5712,2,15,2,1,1,1230.3984,0.0,0.0,1.0
NCU54,8.88,0,0.099,0,209.627,7,20,2,1,1,1887.543,0.0,0.0,1.0
